seriesuid,nodule_index,z,y,x,rel_z,rel_y,rel_x,grid_h,grid_w,estimated_depth,control_point_count
1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291,0,143.0,120.5,265.080810546875,0.9533333333333334,0.5427927927927928,0.8442064030155255,223,315,151.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,0,284.0,180.6857147216797,113.94285583496094,0.9594594594594594,0.7721611740242722,0.35944118559924587,235,318,297.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786,0,220.0,54.775146484375,94.0,0.995475113122172,0.2559586284316589,0.3574144486692015,215,264,222.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786,1,203.0,76.7727279663086,86.63636016845703,0.918552036199095,0.3587510652631243,0.32941581813101534,215,264,222.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,0,56.0,140.0,193.0,0.28717948717948716,0.6008583690987125,0.6542372881355932,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,1,70.0,197.09474182128906,89.83158111572266,0.358974358974359,0.845900179490511,0.30451383429058526,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,2,137.0,93.64583587646484,101.35416412353516,0.7025641025641025,0.401913458697274,0.34357343770689885,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,3,146.0,184.3157958984375,107.81578826904297,0.7487179487179487,0.791054918019045,0.3654772483696372,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,4,148.0,204.1999969482422,214.0749969482422,0.7589743589743589,0.8763948366877347,0.7256779557567532,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,5,103.0,203.65625,110.0,0.5282051282051282,0.8740611587982833,0.3728813559322034,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,6,51.0,184.5,215.5,0.26153846153846155,0.7918454935622318,0.7305084745762712,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,7,130.0,161.77777099609375,132.5,0.6666666666666666,0.6943251974081277,0.4491525423728814,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,8,172.0,96.5,251.0,0.882051282051282,0.41416309012875535,0.8508474576271187,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,9,90.0,61.764705657958984,82.23529052734375,0.46153846153846156,0.26508457363930893,0.27876369670286016,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,10,193.0,83.4000015258789,109.4000015258789,0.9897435897435898,0.35793992071192665,0.3708474627995895,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,11,108.0,66.38461303710938,252.61538696289062,0.5538461538461539,0.28491250230519044,0.8563233456369174,234,296,196.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419,0,165.0,71.0,198.42857360839844,0.7236842105263158,0.3302325581395349,0.716348641185554,216,278,229.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419,1,228.0,136.3333282470703,225.88888549804688,1.0,0.6341085034747457,0.8154833411481837,216,278,229.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,0,183.0,156.65383911132812,103.34615325927734,0.9631578947368421,0.7679109760359222,0.3959622730240511,205,262,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222,0,170.0,179.3992462158203,75.519775390625,0.6967213114754098,0.7119017706976997,0.25173258463541665,253,301,245.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222,1,243.0,118.5,85.0,0.9959016393442623,0.47023809523809523,0.2833333333333333,253,301,245.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,0,238.0,86.32786560058594,85.75409698486328,0.9596774193548387,0.4519783539297693,0.31760776661060475,192,271,249.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,0,201.0,163.38888549804688,73.38888549804688,0.95260663507109,0.7326855851930353,0.23224330853812303,224,317,212.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,0,135.0,16.714284896850586,99.5,0.9440559440559441,0.08399138139120897,0.34192439862542956,200,292,144.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720,0,84.0,60.592594146728516,230.74073791503906,0.9545454545454546,0.3029629707336426,0.8329990538449064,201,278,89.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.178680586845223339579041794709,0,80.0,173.6727294921875,238.56362915039062,0.963855421686747,0.6529049980909305,0.7340419358473558,267,326,84.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192,0,181.0,179.02569580078125,177.13551330566406,0.9576719576719577,0.8525033133370535,0.6488480340866816,211,274,190.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,0,88.0,65.5,296.5,0.5086705202312138,0.2811158798283262,0.9236760124610592,234,322,174.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,1,110.0,89.59259033203125,34.25925827026367,0.6358381502890174,0.3845175550730955,0.10672666127807998,234,322,174.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,2,173.0,67.11111450195312,111.66666412353516,1.0,0.28803053434314646,0.34787122779917495,234,322,174.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099,0,216.0,92.66666412353516,41.77777862548828,1.0,0.42121210965243255,0.1558872336771951,221,269,217.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099,1,129.0,38.90909194946289,202.90908813476562,0.5972222222222222,0.17685950886119495,0.757123463189424,221,269,217.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,0,74.0,154.76190185546875,45.380950927734375,0.9487179487179487,0.736961437406994,0.15594828497503221,211,292,79.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219,0,101.0,69.84210205078125,302.84210205078125,0.9439252336448598,0.29469241371637656,0.8855032223707054,238,343,108.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,0,155.0,195.34375,201.0,0.96875,0.8456439393939394,0.6222910216718266,232,324,161.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,1,150.0,22.875,218.875,0.9375,0.09902597402597403,0.6776315789473685,232,324,161.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,0,229.0,86.94999694824219,168.89999389648438,1.0,0.4304455294467435,0.6893877301897321,203,246,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,1,89.0,21.285715103149414,62.5,0.388646288209607,0.10537482724331393,0.25510204081632654,203,246,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,0,164.0,133.2063446044922,265.1111145019531,0.6748971193415638,0.5668355089552859,0.7985274533191359,236,333,244.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,1,242.0,95.0,213.0,0.9958847736625515,0.40425531914893614,0.641566265060241,236,333,244.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,2,177.0,204.7567596435547,208.2432403564453,0.7283950617283951,0.8713053601853391,0.6272386757724256,236,333,244.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,3,199.0,116.8125,240.71875,0.8189300411522634,0.49707446808510636,0.7250564759036144,236,333,244.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,0,152.0,68.01739501953125,103.64347839355469,1.0,0.2983219079804002,0.3409324947156404,229,305,153.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,1,85.0,141.0,57.5,0.5592105263157895,0.618421052631579,0.18914473684210525,229,305,153.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359,0,186.0,133.47291564941406,81.70625305175781,0.9587628865979382,0.638626390667053,0.28469077718382513,210,288,195.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832,0,143.0,66.04762268066406,54.5,0.9533333333333334,0.28968255561694767,0.17138364779874213,229,319,151.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299,0,140.0,145.6702117919922,89.27659606933594,0.8092485549132948,0.770741861333292,0.329433933835188,190,272,174.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299,1,173.0,113.5,185.0,1.0,0.6005291005291006,0.6826568265682657,190,272,174.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,0,73.0,100.46666717529297,298.1333312988281,0.6293103448275862,0.4485119070325579,0.8979919617434582,225,333,117.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,1,116.0,49.61538314819336,67.38461303710938,1.0,0.22149724619729177,0.20296570191900415,225,333,117.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,0,235.0,94.39423370361328,72.75961303710938,1.0,0.44949635096958707,0.26458041104403407,211,276,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,1,226.0,107.0,245.80882263183594,0.9617021276595744,0.5095238095238095,0.8938502641157671,211,276,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,2,162.0,191.5,86.5,0.6893617021276596,0.9119047619047619,0.3145454545454546,211,276,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,3,116.0,188.77777099609375,186.5,0.49361702127659574,0.8989417666480655,0.6781818181818182,211,276,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,0,153.0,64.66666412353516,227.53012084960938,1.0,0.31699345158595665,0.824384495831918,205,277,154.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,1,111.0,146.06666564941406,200.06666564941406,0.7254901960784313,0.7160130669088924,0.7248792233674423,205,277,154.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473,0,113.0,62.5,271.5,0.9495798319327731,0.27654867256637167,0.8379629629629629,227,325,120.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,0,188.0,220.97332763671875,99.44000244140625,0.9894736842105263,0.8946288568288209,0.3452777862548828,248,289,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,1,91.0,76.76190185546875,260.3809509277344,0.4789473684210526,0.3107769305889423,0.9041005240546333,248,289,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,2,49.0,181.2857208251953,75.5,0.2578947368421053,0.7339502867416814,0.2621527777777778,248,289,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,3,188.0,96.71428680419922,220.5,0.9894736842105263,0.39155581702104947,0.765625,248,289,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,0,23.0,175.7083282470703,102.0,0.46,0.8367063249860491,0.36042402826855124,211,284,51.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,1,50.0,167.23809814453125,40.619049072265625,1.0,0.7963718959263393,0.14353020873592093,211,284,51.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,0,207.0,176.67857360839844,200.32142639160156,0.9039301310043668,0.7182055837739774,0.6359410361638145,247,316,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,1,229.0,193.0,90.17391204833984,1.0,0.7845528455284553,0.2862663874550471,247,316,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868,0,230.0,134.3333282470703,87.5614013671875,0.9623430962343096,0.6306729025684052,0.3040326436360677,214,289,240.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,0,176.0,171.273681640625,76.8631591796875,0.9943502824858758,0.7288241771941489,0.2687523048240822,236,287,178.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,1,116.0,206.6774139404297,211.09677124023438,0.655367231638418,0.8794783571933178,0.7381005987420782,236,287,178.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,2,83.0,176.72727966308594,31.5,0.4689265536723164,0.7520309772897273,0.11013986013986014,236,287,178.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,3,125.0,160.0,45.0,0.7062146892655368,0.6808510638297872,0.15734265734265734,236,287,178.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,0,90.0,34.71428680419922,46.5,0.9473684210526315,0.17444365228240813,0.1631578947368421,200,286,96.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,0,174.0,58.5,36.0,0.759825327510917,0.306282722513089,0.12949640287769784,192,279,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,1,228.0,105.0,47.75,0.9956331877729258,0.5497382198952879,0.17176258992805754,192,279,230.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767,0,27.0,187.57142639160156,86.32653045654297,0.391304347826087,0.8411274726080787,0.25923883019982874,224,334,70.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767,1,69.0,167.88888549804688,276.72222900390625,1.0,0.7528649573903448,0.8309976846964152,224,334,70.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,0,90.0,150.6666717529297,110.22222137451172,0.967741935483871,0.6304044843218816,0.341245267413349,240,324,94.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,0,119.0,165.0,59.5,0.952,0.7568807339449541,0.1925566343042071,219,310,126.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,0,204.0,82.0,260.2916564941406,0.7727272727272727,0.36123348017621143,0.8159613056242653,228,320,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,1,259.0,145.5,131.5,0.9810606060606061,0.6409691629955947,0.4122257053291536,228,320,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,2,183.0,92.0,101.0,0.6931818181818182,0.4052863436123348,0.3166144200626959,228,320,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,3,117.0,154.0,280.0,0.4431818181818182,0.6784140969162996,0.877742946708464,228,320,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,4,262.0,153.5,186.0,0.9924242424242424,0.6762114537444934,0.5830721003134797,228,320,265.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766,0,151.0,26.909090042114258,226.09091186523438,0.94375,0.13255709380351852,0.7664098707296081,204,296,161.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234,0,210.0,68.80000305175781,113.07499694824219,0.958904109589041,0.2866666793823242,0.3479230675330529,241,326,220.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,0,230.0,148.0,157.1999969482422,0.9583333333333334,0.7628865979381443,0.5779411652508903,195,273,241.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,0,181.0,127.83783721923828,130.59458923339844,0.9627659574468085,0.56565414698778,0.39815423546767814,227,329,189.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,0,67.0,173.3015899658203,235.93650817871094,0.9436619718309859,0.7877344998446378,0.7215183736352017,221,328,72.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236,0,187.0,119.78571319580078,236.5,0.9739583333333334,0.5871848686068666,0.7883333333333333,205,301,193.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236,1,78.0,156.72222900390625,260.8888854980469,0.40625,0.7682462206073836,0.869629618326823,205,301,193.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,0,193.0,71.81761169433594,82.5,0.9554455445544554,0.408054611899636,0.3089887640449438,177,268,203.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,0,157.0,100.0,52.922019958496094,0.9573170731707317,0.4219409282700422,0.16283698448768028,238,326,165.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,0,203.0,98.61842346191406,236.0,0.8942731277533039,0.5603319514881481,0.8280701754385965,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,1,223.0,78.625,103.9000015258789,0.9823788546255506,0.44673295454545453,0.364561408862733,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,2,221.0,45.0,96.0,0.973568281938326,0.2556818181818182,0.3368421052631579,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,3,137.0,35.5,245.5,0.6035242290748899,0.20170454545454544,0.8614035087719298,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,4,224.0,87.5,254.5,0.986784140969163,0.4971590909090909,0.8929824561403509,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,5,159.0,90.54838562011719,240.4193572998047,0.7004405286343612,0.5144794637506659,0.8435766922800164,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,6,168.0,73.0,241.65625,0.7400881057268722,0.4147727272727273,0.8479166666666667,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,7,147.0,45.79166793823242,75.20833587646484,0.6475770925110133,0.2601799314672297,0.26388889781215735,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,8,131.0,45.70833206176758,217.0,0.5770925110132159,0.25970643216913397,0.7614035087719299,177,286,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613,0,121.0,73.5,21.714284896850586,0.968,0.2784090909090909,0.07983192976783304,265,273,126.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530,0,188.0,57.0,211.0,0.9543147208121827,0.285,0.7962264150943397,201,266,198.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,0,235.0,127.32876586914062,234.32876586914062,1.0,0.5684319904872349,0.7583455206121056,225,310,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,1,38.0,145.0,28.0,0.16170212765957448,0.6473214285714286,0.09061488673139159,225,310,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,2,143.0,58.5,56.5,0.6085106382978723,0.2611607142857143,0.18284789644012944,225,310,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,3,115.0,48.0,45.5,0.48936170212765956,0.21428571428571427,0.14724919093851133,225,310,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,4,187.0,71.0999984741211,70.94999694824219,0.7957446808510639,0.3174107074737549,0.22961164060919803,225,310,236.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,0,104.0,111.5,16.785715103149414,0.9454545454545454,0.48903508771929827,0.05148992362929268,229,327,111.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975,0,132.0,204.36968994140625,222.94544982910156,0.616822429906542,0.8551033051941684,0.7145687494522486,240,313,215.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975,1,185.0,117.02388763427734,236.93856811523438,0.8644859813084113,0.48963969721454953,0.7594184875488281,240,313,215.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975,2,213.0,99.19258880615234,217.80740356445312,0.9953271028037384,0.41503175232699724,0.6981006524501703,240,313,215.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478,0,140.0,184.0,74.5,0.9790209790209791,0.7389558232931727,0.22713414634146342,250,329,144.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478,1,138.0,159.41175842285156,249.11764526367188,0.965034965034965,0.6402078651520143,0.7595050160477801,250,329,144.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,0,146.0,160.0,51.0,0.948051948051948,0.7239819004524887,0.15454545454545454,222,331,155.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,0,279.0,91.32075500488281,73.64151000976562,0.9554794520547946,0.40407413718974694,0.23304275319546083,227,317,293.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937,0,89.0,18.789474487304688,80.36842346191406,0.9368421052631579,0.10736842564174107,0.29438982953082077,176,274,96.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,0,72.0,119.5,215.5,0.935064935064935,0.5287610619469026,0.8256704980842912,227,262,78.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,1,77.0,37.5,48.5,1.0,0.16592920353982302,0.18582375478927204,227,262,78.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,0,224.0,71.7551040649414,73.08163452148438,0.9105691056910569,0.2989796002705892,0.23348765022838458,241,314,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,1,246.0,97.63333129882812,202.36666870117188,1.0,0.4068055470784505,0.6465388776395268,241,314,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671,0,184.0,42.400001525878906,93.95999908447266,0.9533678756476683,0.1867841476910965,0.30115384321946365,228,313,194.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687,0,240.0,200.90475463867188,219.90475463867188,0.9411764705882353,0.7727105947641226,0.6337312813794579,261,348,256.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687,1,113.0,238.5,242.5,0.44313725490196076,0.9173076923076923,0.6988472622478387,261,348,256.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964,0,182.0,166.0,48.5,0.9578947368421052,0.70042194092827,0.156957928802589,238,310,191.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,0,67.0,164.72222900390625,28.11111068725586,0.27235772357723576,0.7161836043648098,0.08492782684971559,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,1,135.0,61.625,53.75,0.5487804878048781,0.26793478260869563,0.1623867069486405,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,2,234.0,97.5,273.0,0.9512195121951219,0.42391304347826086,0.824773413897281,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,3,69.0,79.5,31.714284896850586,0.2804878048780488,0.3456521739130435,0.09581354953731294,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,4,84.0,82.66666412353516,299.25,0.34146341463414637,0.35942027879797894,0.9040785498489426,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,5,69.0,177.81817626953125,225.81817626953125,0.2804878048780488,0.7731225055197011,0.6822301397871035,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,6,242.0,103.63636016845703,188.4545440673828,0.983739837398374,0.4505928702976393,0.5693490757322743,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,7,154.0,102.11111450195312,37.66666793823242,0.6260162601626016,0.4439613673997962,0.11379657987381396,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,8,110.0,122.0,303.5,0.44715447154471544,0.5304347826086957,0.9169184290030211,231,332,247.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,0,139.0,144.55789184570312,77.5,0.6123348017621145,0.7017373390568112,0.29693486590038315,207,262,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,1,227.0,102.62963104248047,117.0,1.0,0.4982020924392256,0.4482758620689655,207,262,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,2,200.0,94.19999694824219,21.075000762939453,0.8810572687224669,0.45728153858369996,0.08074712935992127,207,262,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,3,194.0,138.8000030517578,162.9250030517578,0.8546255506607929,0.6737864225813486,0.6242337281676544,207,262,228.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824,0,83.0,173.7916717529297,230.7916717529297,0.9431818181818182,0.8395732934924139,0.7642108336189725,208,303,89.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202643836890896697853521610450,0,188.0,118.75438690185547,54.0,0.9690721649484536,0.5277972751193576,0.2151394422310757,226,252,195.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,0,155.0,107.3032455444336,62.144405364990234,0.96875,0.43619205505867314,0.2099473154222643,247,297,161.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532,0,136.0,166.25,201.75,0.9927007299270073,0.8938172043010753,0.7556179775280899,187,268,138.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532,1,54.0,147.11111450195312,175.27777099609375,0.39416058394160586,0.7909199704406082,0.6564710524198267,187,268,138.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,0,174.0,155.14706420898438,36.82352828979492,0.5488958990536278,0.5899127916691421,0.11226685454205769,264,329,318.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,1,110.0,141.5,25.214284896850586,0.3470031545741325,0.5380228136882129,0.0768728198074713,264,329,318.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,2,310.0,193.0,124.88461303710938,0.9779179810725552,0.7338403041825095,0.38074577145460176,264,329,318.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,3,173.0,32.0,95.29166412353516,0.5457413249211357,0.12167300380228137,0.2905233662302901,264,329,318.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,4,317.0,186.25,118.25,1.0,0.7081749049429658,0.36051829268292684,264,329,318.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757,0,249.0,139.24502563476562,195.39073181152344,0.950381679389313,0.7406650299721576,0.6928749355018562,189,283,263.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281,0,128.0,103.07499694824219,233.028564453125,0.9552238805970149,0.5232233347626507,0.8567226634306067,198,273,135.0,5
1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037,0,83.0,173.0,240.35293579101562,0.9325842696629213,0.7972350230414746,0.8433436343544408,218,286,90.0,5
